제품코드,제품명,성분코드,성분명,1일최대투여량,1일최대 투여기준량,점검기준 성분함량 (총함량),급여구분,공고번호,공고일자
644702330,프라네어캡슐(프란루카스트수화물)_(0.1125g/1캡슐),216403ACH,Pranlukast,프란루카스트수화물 450mg,450,112.5,급여,20210599,2021-12-16
642102710,프라카논정75밀리그람(프란루카스트수화물)_(75mg/1정),216404ATB,Pranlukast,프란루카스트수화물 450mg,450,75,급여,20210599,2021-12-16
648500010,가바론캡슐300mg(가바펜틴)_(0.3g/1캡슐),164202ACH,gabapentin,가바펜틴 3600mg,3600,300,급여,20210599,2021-12-16
649502210,유니론틴캡슐300밀리그램(가바펜틴)_(0.3g/1캡슐),164202ACH,gabapentin,가바펜틴 3600mg,3600,300,급여,20210599,2021-12-16
643300040,가바렙캡슐300밀리그람(가바펜틴)_(0.3g/1캡슐),164202ACH,gabapentin,가바펜틴 3600mg,3600,300,급여,20210599,2021-12-16
656003900,가바로닌캡슐300mg(가바펜틴)_(0.3g/1캡슐),164202ACH,gabapentin,가바펜틴 3600mg,3600,300,급여,20210599,2021-12-16
648100010,가바펜캡슐(가바펜틴)_(0.3g/1캡슐),164202ACH,gabapentin,가바펜틴 3600mg,3600,300,급여,20210599,2021-12-16
658600020,가벤틴캡슐300mg(가바펜틴)_(0.3g/1캡슐),164202ACH,gabapentin,가바펜틴 3600mg,3600,300,급여,20210599,2021-12-16
694000140,네버펜틴캡슐300밀리그램(가바펜틴)_(0.3g/1캡슐),164202ACH,gabapentin,가바펜틴 3600mg,3600,300,급여,20210599,2021-12-16
653101980,울셋정_(1정),513000ATB,Acetaminophen/Tramadol,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300,37.5,급여,20210599,2021-12-16
653101980,울셋정_(1정),513000ATB,Acetaminophen/Tramadol,"아세트아미노펜으로써 4,000mg",4000,325,급여,20210599,2021-12-16
674400670,울파워셋정_(1정),513000ATB,Acetaminophen/Tramadol,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300,37.5,급여,20210599,2021-12-16
674400670,울파워셋정_(1정),513000ATB,Acetaminophen/Tramadol,"아세트아미노펜으로써 4,000mg",4000,325,급여,20210599,2021-12-16
660702150,위더셋정_(1정),513000ATB,Acetaminophen/Tramadol,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300,37.5,급여,20210599,2021-12-16
660702150,위더셋정_(1정),513000ATB,Acetaminophen/Tramadol,"아세트아미노펜으로써 4,000mg",4000,325,급여,20210599,2021-12-16
657303100,지무라돌정_(1정),513000ATB,Acetaminophen/Tramadol,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300,37.5,급여,20210599,2021-12-16
657303100,지무라돌정_(1정),513000ATB,Acetaminophen/Tramadol,"아세트아미노펜으로써 4,000mg",4000,325,급여,20210599,2021-12-16
645902820,타라셋정_(1정),513000ATB,Acetaminophen/Tramadol,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300,37.5,급여,20210599,2021-12-16
645902820,타라셋정_(1정),513000ATB,Acetaminophen/Tramadol,"아세트아미노펜으로써 4,000mg",4000,325,급여,20210599,2021-12-16
669803290,트라마펜정_(1정),513000ATB,Acetaminophen/Tramadol,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300,37.5,급여,20210599,2021-12-16
669803290,트라마펜정_(1정),513000ATB,Acetaminophen/Tramadol,"아세트아미노펜으로써 4,000mg",4000,325,급여,20210599,2021-12-16
642900500,메만토정10밀리그램(메만틴염산염)_(10mg/1정),190001ATB,Memantine,메만틴염산염 20mg,20,8.31,급여,20210599,2021-12-16
661900170,"디멘틴정_(메만틴염산염, 10mg/1정)",190001ATB,Memantine,메만틴염산염 20mg,20,8.31,급여,20210599,2021-12-16
660701730,타가틴정(시메티딘)_(0.2g/1정),133301ATB,Cimetidine,시메티딘 2.4g,2400,200,급여,20210599,2021-12-16
658204730,슈바스틴정5밀리그램(로수바스타틴칼슘)_(5.2mg/1정),454003ATB,Rosuvastatin,로수바스타틴 20mg,20,5,급여,20210599,2021-12-16
647205901,반코신주1g(반코마이신염산염)_(1g/1병),247203BIJ,Vancomycin,반코마이신 2g(역가),2,1,급여,20210599,2021-12-16
623005910,플루옥캡슐20밀리그램(플루옥세틴염산염)_(22.4mg/1캡슐),161502ACH,Fluoxetine,플루옥세틴 80mg,80,20,급여,20210599,2021-12-16
664900120,마이폴캡슐_(1캡슐),313400ACH,Codeine/Ibuprofen/Acetaminophen,"코데인인산염수화물 120mg/이부프로펜 2,400mg/아세트아미노펜 3,000mg",120,10,급여,20210599,2021-12-16
664900120,마이폴캡슐_(1캡슐),313400ACH,Codeine/Ibuprofen/Acetaminophen,"아세트아미노펜으로써 4,000mg",4000,250,급여,20210599,2021-12-16
642404070,크레아진플러스정10/10mg_(1정),640800ATB,Ezetimibe/Rosuvastatin,에제티미브 10mg/로수바스타틴 20mg,10,10,급여,20210599,2021-12-16
649602011,"케토락주(케토롤락트롤메타민)(수출명:케토롤락트로메타민주,케토메드주)_(30mg/1mL)",180033BIJ,Ketorolac,케토롤락트로메타민염 90mg,90,30,급여,20210599,2021-12-16
641602130,이지엔6애니연질캡슐(이부프로펜)_(0.2g/1캡슐),172802ACS,Ibuprofen,"이부프로펜 3,200mg",3200,200,급여,20210599,2021-12-16
656700420,넬슨이부프로펜정200밀리그램(이부프로펜)_(0.2g/1정),172802ATB,Ibuprofen,"이부프로펜 3,200mg",3200,200,급여,20210599,2021-12-16
643900470,부루펜정200밀리그램(이부프로펜)_(0.2g/1정),172802ATB,Ibuprofen,"이부프로펜 3,200mg",3200,200,급여,20210599,2021-12-16
670700060,나르펜정400밀리그램(이부프로펜)(수출명:PANALTab.)_(0.4g/1정),172806ATB,Ibuprofen,"이부프로펜 3,200mg",3200,400,급여,20210599,2021-12-16
656700430,넬슨이부프로펜정400밀리그램(이부프로펜)_(0.4g/1정),172806ATB,Ibuprofen,"이부프로펜 3,200mg",3200,400,급여,20210599,2021-12-16
645600420,"대화이부프로펜정400밀리그람(수출명:UPRO400,IBUFEN)_(0.4g/1정)",172806ATB,Ibuprofen,"이부프로펜 3,200mg",3200,400,급여,20210599,2021-12-16
654200080,리오루펜정400밀리그람(이부프로펜)_(0.4g/1정),172806ATB,Ibuprofen,"이부프로펜 3,200mg",3200,400,급여,20210599,2021-12-16
644000880,삼익이부프로펜정_(0.4g/1정),172806ATB,Ibuprofen,"이부프로펜 3,200mg",3200,400,급여,20210599,2021-12-16
653801580,신일이부프로펜정400밀리그람(수출명:IFENTab.)_(0.4g/1정),172806ATB,Ibuprofen,"이부프로펜 3,200mg",3200,400,급여,20210599,2021-12-16
644300930,로잘정50mg(로사르탄칼륨)_(50mg/1정),185701ATB,Losartan,로사르탄칼륨 100mg,100,50,급여,20210599,2021-12-16
645901290,로제트정(로사르탄칼륨)_(50mg/1정),185701ATB,Losartan,로사르탄칼륨 100mg,100,50,급여,20210599,2021-12-16
652901470,자로탄정50밀리그램(로사르탄칼륨)_(50mg/1정),185701ATB,Losartan,로사르탄칼륨 100mg,100,50,급여,20210599,2021-12-16
653802260,자르탄정(로사르탄칼륨)_(50mg/1정),185701ATB,Losartan,로사르탄칼륨 100mg,100,50,급여,20210599,2021-12-16
651500350,로사트정50밀리그램(로사르탄칼륨)_(50mg/1정),185701ATB,Losartan,로사르탄칼륨 100mg,100,50,급여,20210599,2021-12-16
643100930,바이코자정(로사르탄칼륨)_(50mg/1정),185701ATB,Losartan,로사르탄칼륨 100mg,100,50,급여,20210599,2021-12-16
657303700,프로자탄정(로사르탄칼륨)_(50mg/1정),185701ATB,Losartan,로사르탄칼륨 100mg,100,50,급여,20210599,2021-12-16
643700150,국제로잘탄정50밀리그람(로사르탄칼륨)_(50mg/1정),185701ATB,Losartan,로사르탄칼륨 100mg,100,50,급여,20210599,2021-12-16
648504480,로자신정(로사르탄칼륨)_(50mg/1정),185701ATB,Losartan,로사르탄칼륨 100mg,100,50,급여,20210599,2021-12-16
665500270,뉴로탄정(로사르탄칼륨)_(50mg/1정),185701ATB,Losartan,로사르탄칼륨 100mg,100,50,급여,20210599,2021-12-16
658601170,로자칼정(로사르탄칼륨)_(50mg/1정),185701ATB,Losartan,로사르탄칼륨 100mg,100,50,급여,20210599,2021-12-16
670301440,코살탄정(로사르탄칼륨)_(50mg/1정),185701ATB,Losartan,로사르탄칼륨 100mg,100,50,급여,20210599,2021-12-16
663600390,로사정(로사르탄칼륨)_(50mg/1정),185701ATB,Losartan,로사르탄칼륨 100mg,100,50,급여,20210599,2021-12-16
670600620,로카탄정(로사르탄칼륨)_(50mg/1정),185701ATB,Losartan,로사르탄칼륨 100mg,100,50,급여,20210599,2021-12-16
657801890,코사탄정(로사르탄칼륨)_(50mg/1정),185701ATB,Losartan,로사르탄칼륨 100mg,100,50,급여,20210599,2021-12-16
644702820,코스카정(로사르탄칼륨)_(50mg/1정),185701ATB,Losartan,로사르탄칼륨 100mg,100,50,급여,20210599,2021-12-16
648100520,로사타정(로사르탄칼륨)_(50mg/1정),185701ATB,Losartan,로사르탄칼륨 100mg,100,50,급여,20210599,2021-12-16
678000220,타진서방정 5/2.5mg_(1정),517100ATR,Oxycodone/Naloxone,옥시코돈염산염 160mg/날록손염산염 80mg,160,5,급여,20210599,2021-12-16
678000210,타진서방정 40/20mg_(1정),517200ATR,Oxycodone/Naloxone,옥시코돈염산염 160mg/날록손염산염 80mg,160,40,급여,20210599,2021-12-16
678000180,타진서방정 10/5mg_(1정),564000ATR,Oxycodone/Naloxone,옥시코돈염산염 160mg/날록손염산염 80mg,160,10,급여,20210599,2021-12-16
678000190,타진서방정 20/10mg_(1정),564100ATR,Oxycodone/Naloxone,옥시코돈염산염 160mg/날록손염산염 80mg,160,20,급여,20210599,2021-12-16
625500750,세로틴캡슐20밀리그램(플루옥세틴염산염)_(22.4mg/1캡슐),161502ACH,Fluoxetine,플루옥세틴 80mg,80,20,급여,20210599,2021-12-16
665506900,로수타틴정5mg(로수바스타틴칼슘)_(5.2mg/1정),454003ATB,Rosuvastatin,로수바스타틴 20mg,20,5,급여,20210599,2021-12-16
684501860,로사벳정100밀리그램(로사르탄칼륨)_(0.1g/1정),185702ATB,Losartan,로사르탄칼륨 100mg,100,100,급여,20210599,2021-12-16
642705700,아이자탄플러스정_(1정),385700ATB,Irbesartan/Hydrochlorothiazide,이르베사르탄 300mg/히드로클로로티아지드 25mg,300,150,급여,20210599,2021-12-16
657307960,지무라돌세미서방정_(1정),513000ATR,Acetaminophen/Tramadol,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300,37.5,급여,20210599,2021-12-16
657307960,지무라돌세미서방정_(1정),513000ATR,Acetaminophen/Tramadol,"아세트아미노펜으로써 4,000mg",4000,325,급여,20210599,2021-12-16
684501850,로사벳정(로사르탄칼륨)_(50mg/1정),185701ATB,Losartan,로사르탄칼륨 100mg,100,50,급여,20210599,2021-12-16
697100360,신플랙스정(나프록센)_(0.5g/1정),199404ATB,Naproxen,"나프록센 1,250mg 또는 나프록센나트륨 1,350mg",1250,500,급여,20210599,2021-12-16
653700760,아루펜정400밀리그람(이부프로펜)_(0.4g/1정),172806ATB,Ibuprofen,"이부프로펜 3,200mg",3200,400,급여,20210599,2021-12-16
662501330,알로판400mg정(이부프로펜)_(0.4g/1정),172806ATB,Ibuprofen,"이부프로펜 3,200mg",3200,400,급여,20210599,2021-12-16
654303510,오스틴이부프로펜정400밀리그람_(0.4g/1정),172806ATB,Ibuprofen,"이부프로펜 3,200mg",3200,400,급여,20210599,2021-12-16
649804140,트라펜세미정_(1정),480600ATB,Acetaminophen/Tramadol,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300,18.75,급여,20210599,2021-12-16
649804140,트라펜세미정_(1정),480600ATB,Acetaminophen/Tramadol,"아세트아미노펜으로써 4,000mg",4000,162.5,급여,20210599,2021-12-16
622802150,트라플엠세미정_(1정),480600ATB,Acetaminophen/Tramadol,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300,18.75,급여,20210599,2021-12-16
622802150,트라플엠세미정_(1정),480600ATB,Acetaminophen/Tramadol,"아세트아미노펜으로써 4,000mg",4000,162.5,급여,20210599,2021-12-16
652902170,트로셋세미정_(1정),480600ATB,Acetaminophen/Tramadol,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300,18.75,급여,20210599,2021-12-16
652902170,트로셋세미정_(1정),480600ATB,Acetaminophen/Tramadol,"아세트아미노펜으로써 4,000mg",4000,162.5,급여,20210599,2021-12-16
643702570,하이셋세미정_(1정),480600ATB,Acetaminophen/Tramadol,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300,18.75,급여,20210599,2021-12-16
643702570,하이셋세미정_(1정),480600ATB,Acetaminophen/Tramadol,"아세트아미노펜으로써 4,000mg",4000,162.5,급여,20210599,2021-12-16
670604310,휴트라돌세미정_(1정),480600ATB,Acetaminophen/Tramadol,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300,18.75,급여,20210599,2021-12-16
670604310,휴트라돌세미정_(1정),480600ATB,Acetaminophen/Tramadol,"아세트아미노펜으로써 4,000mg",4000,162.5,급여,20210599,2021-12-16
660701861,토박신주사액(메토카르바몰)_(0.5g/5mL),192030BIJ,Methocarbamol,메토카르바몰 3g,3000,500,급여,20210599,2021-12-16
647801640,에이알비정(로사르탄칼륨)_(50mg/1정),185701ATB,Losartan,로사르탄칼륨 100mg,100,50,급여,20210599,2021-12-16
652600660,로사맥스정(로사르탄칼륨)_(50mg/1정),185701ATB,Losartan,로사르탄칼륨 100mg,100,50,급여,20210599,2021-12-16
655604260,네비베타정(네비보롤염산염)_(5.45mg/1정),489501ATB,Nebivolol,네비보롤 10mg,10,5,급여,20210599,2021-12-16
654003980,네비칸정(네비보롤염산염)_(5.45mg/1정),489501ATB,Nebivolol,네비보롤 10mg,10,5,급여,20210599,2021-12-16
642100150,다이그린정(글리피지드)_(5mg/1정),165801ATB,Glipizide,글리피지드 40mg,40,5,급여,20210599,2021-12-16
642100300,로자살탄정50밀리그람(로사르탄칼륨)_(50mg/1정),185701ATB,Losartan,로사르탄칼륨 100mg,100,50,급여,20210599,2021-12-16
643301180,살로탄정50밀리그램(로자탄칼륨)_(50mg/1정),185701ATB,Losartan,로사르탄칼륨 100mg,100,50,급여,20210599,2021-12-16
644000960,세자르정50밀리그람(로사르탄칼륨)(수출명:Cezaar Tab. 50mg)_(50mg/1정),185701ATB,Losartan,로사르탄칼륨 100mg,100,50,급여,20210599,2021-12-16
642702570,엘자탄정(로사르탄칼륨)_(50mg/1정),185701ATB,Losartan,로사르탄칼륨 100mg,100,50,급여,20210599,2021-12-16
671801400,원살탄정(로사르탄칼륨)_(50mg/1정),185701ATB,Losartan,로사르탄칼륨 100mg,100,50,급여,20210599,2021-12-16
649402200,자라탄정(로사르탄칼륨)_(50mg/1정),185701ATB,Losartan,로사르탄칼륨 100mg,100,50,급여,20210599,2021-12-16
649601970,카로자정(로사르탄칼륨)_(50mg/1정),185701ATB,Losartan,로사르탄칼륨 100mg,100,50,급여,20210599,2021-12-16
650301340,카자탄정(로사르탄칼륨)_(50mg/1정),185701ATB,Losartan,로사르탄칼륨 100mg,100,50,급여,20210599,2021-12-16
656000950,코자살탄정50mg(로사르탄칼륨)_(50mg/1정),185701ATB,Losartan,로사르탄칼륨 100mg,100,50,급여,20210599,2021-12-16
650203010,디큐반정80mg(발사르탄)_(80mg/1정),247101ATB,Valsartan,발사르탄 320mg,320,80,급여,20210599,2021-12-16
648506630,디발탄정80밀리그램(발사르탄)_(80mg/1정),247101ATB,Valsartan,발사르탄 320mg,320,80,급여,20210599,2021-12-16
694001870,다이아폴민정500밀리그램(메트포르민염산염)_(0.5g/1정),191502ATB,Metformin,"메트포르민염산염 2,550mg",2550,500,급여,20210599,2021-12-16
646002770,로지텐정100mg(로사르탄칼륨)_(0.1g/1정),185702ATB,Losartan,로사르탄칼륨 100mg,100,100,급여,20210599,2021-12-16
653802270,자르탄정100밀리그램(로사르탄칼륨)_(0.1g/1정),185702ATB,Losartan,로사르탄칼륨 100mg,100,100,급여,20210599,2021-12-16
644000950,세자르정100mg(로사르탄칼륨)_(0.1g/1정),185702ATB,Losartan,로사르탄칼륨 100mg,100,100,급여,20210599,2021-12-16
648201840,트리마셋정_(1정),513000ATB,Acetaminophen/Tramadol,"아세트아미노펜으로써 4,000mg",4000,325,급여,20210599,2021-12-16
644002040,타미트라정_(1정),513000ATB,Acetaminophen/Tramadol,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300,37.5,급여,20210599,2021-12-16
644002040,타미트라정_(1정),513000ATB,Acetaminophen/Tramadol,"아세트아미노펜으로써 4,000mg",4000,325,급여,20210599,2021-12-16
662502010,테라펜정_(1정),513000ATB,Acetaminophen/Tramadol,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300,37.5,급여,20210599,2021-12-16
662502010,테라펜정_(1정),513000ATB,Acetaminophen/Tramadol,"아세트아미노펜으로써 4,000mg",4000,325,급여,20210599,2021-12-16
665505400,아트라센정_(1정),513000ATB,Acetaminophen/Tramadol,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300,37.5,급여,20210599,2021-12-16
665505400,아트라센정_(1정),513000ATB,Acetaminophen/Tramadol,"아세트아미노펜으로써 4,000mg",4000,325,급여,20210599,2021-12-16
621802220,아트라쿨정_(1정),513000ATB,Acetaminophen/Tramadol,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300,37.5,급여,20210599,2021-12-16
621802220,아트라쿨정_(1정),513000ATB,Acetaminophen/Tramadol,"아세트아미노펜으로써 4,000mg",4000,325,급여,20210599,2021-12-16
648503740,트라노펜정_(1정),513000ATB,Acetaminophen/Tramadol,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300,37.5,급여,20210599,2021-12-16
648503740,트라노펜정_(1정),513000ATB,Acetaminophen/Tramadol,"아세트아미노펜으로써 4,000mg",4000,325,급여,20210599,2021-12-16
664900670,트라칸정_(1정),513000ATB,Acetaminophen/Tramadol,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300,37.5,급여,20210599,2021-12-16
664900670,트라칸정_(1정),513000ATB,Acetaminophen/Tramadol,"아세트아미노펜으로써 4,000mg",4000,325,급여,20210599,2021-12-16
671804280,디오르탄정80밀리그램(발사르탄)_(80mg/1정),247101ATB,Valsartan,발사르탄 320mg,320,80,급여,20210599,2021-12-16
643304800,발사벨정80밀리그램(발사르탄)_(80mg/1정),247101ATB,Valsartan,발사르탄 320mg,320,80,급여,20210599,2021-12-16
647802940,엑스반정80밀리그램(발사르탄)_(80mg/1정),247101ATB,Valsartan,발사르탄 320mg,320,80,급여,20210599,2021-12-16
640901440,디오탄정80밀리그램(발사르탄)_(80mg/1정),247101ATB,Valsartan,발사르탄 320mg,320,80,급여,20210599,2021-12-16
644306210,디잔틴정(발사르탄)_(80mg/1정),247101ATB,Valsartan,발사르탄 320mg,320,80,급여,20210599,2021-12-16
645903700,발탄필름코팅정80밀리그람(발사르탄)_(80mg/1정),247101ATB,Valsartan,발사르탄 320mg,320,80,급여,20210599,2021-12-16
642100310,로자살탄정100밀리그람(로사르탄칼륨)_(0.1g/1정),185702ATB,Losartan,로사르탄칼륨 100mg,100,100,급여,20210599,2021-12-16
643304570,살로탄정100밀리그램(로자탄칼륨)_(0.1g/1정),185702ATB,Losartan,로사르탄칼륨 100mg,100,100,급여,20210599,2021-12-16
670606660,로카탄정100mg(로사르탄칼륨)_(0.1g/1정),185702ATB,Losartan,로사르탄칼륨 100mg,100,100,급여,20210599,2021-12-16
694001860,다이아폴민정1000밀리그램(메트포르민염산염)_(1g/1정),191504ATB,Metformin,"메트포르민염산염 2,550mg",2550,1000,급여,20210599,2021-12-16
652101420,트리테이스정2.5밀리그람(라미프릴)_(2.5mg/1정),222401ATB,Ramipril,라미프릴 10mg,10,2.5,급여,20210599,2021-12-16
640001181,이노엔15%만니톨주사액_(37.5g/250mL),148004BIJ,D-Mannitol,D-만니톨 200g,200,37.5,급여,20210599,2021-12-16
640001201,이노엔20%만니톨주사액_(20g/100mL),148002BIJ,D-Mannitol,D-만니톨 200g,200,20,급여,20210599,2021-12-16
648201571,유영반코마이신염산염주_(0.5g/1병),247205BIJ,Vancomycin,반코마이신 2g(역가),2,0.5,급여,20210599,2021-12-16
656204760,레리카캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),480402ACH,Pregabalin,프레가발린 600mg,600,150,급여,20210599,2021-12-16
59001030,리바로트정15밀리그램(리바록사반)_(15mg/1정),511402ATB,Rivaroxaban,"리바록사반 20mg, 30mg (적응증에 따라 상이)",20,15,급여,20210599,2021-12-16
651904420,명세핀정3밀리그램(독세핀염산염)_(3.39mg/1정),149203ATB,Doxepin,독세핀 6mg,6,3,급여,20210599,2021-12-16
644703420,코스카정100mg(로사르탄칼륨)_(0.1g/1정),185702ATB,Losartan,로사르탄칼륨 100mg,100,100,급여,20210599,2021-12-16
648201840,트리마셋정_(1정),513000ATB,Acetaminophen/Tramadol,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300,37.5,급여,20210599,2021-12-16
649602940,사르반정80밀리그램(발사르탄)_(80mg/1정),247101ATB,Valsartan,발사르탄 320mg,320,80,급여,20210599,2021-12-16
652902350,사르발탄정80밀리그램(발사르탄)_(80mg/1정),247101ATB,Valsartan,발사르탄 320mg,320,80,급여,20210599,2021-12-16
649601603,어린이알리펜시럽(이부프로펜)(수출명:이부돌시럽)_(20g/500mL),172836ASY,Ibuprofen,"이부프로펜 3,200mg",3200,20,급여,20210599,2021-12-16
648506520,이베라정150밀리그램(이르베사르탄)_(0.15g/1정),177301ATB,Irbesartan,이르베사르탄 300mg,300,150,급여,20210599,2021-12-16
653102080,이베르탄정(이르베사르탄)_(0.15g/1정),177301ATB,Irbesartan,이르베사르탄 300mg,300,150,급여,20210599,2021-12-16
694001880,다이아폴민정250밀리그램(메트포르민염산염)_(0.25g/1정),191501ATB,Metformin,"메트포르민염산염 2,550mg",2550,250,급여,20210599,2021-12-16
649506030,뉴로페인캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),480402ACH,Pregabalin,프레가발린 600mg,600,150,급여,20210599,2021-12-16
643300100,낙센에프서방정1000밀리그램(나프록센)_(1g/1정),199401ATR,naproxen,"나프록센 1,250mg 또는 나프록센나트륨 1,350mg",1250,1000,급여,20210599,2021-12-16
670301364,코미시럽_(500mL),530800ASY,Phenylephrine /Chlorpheniramine,페닐레프린염산염 60mg/클로르페니라민말레산염 24mg,60,1,급여,20210599,2021-12-16
678600330,세비텐션정5/40밀리그램_(1정),582200ATB,Amlodipine/Olmesartan medoxomil,암로디핀 10mg/올메사르탄메독소밀 40mg,40,40,급여,20210599,2021-12-16
651904660,프레갈캡슐100밀리그램(프레가발린)_(0.1g/1캡슐),480404ACH,Pregabalin,프레가발린 600mg,600,100,급여,20210599,2021-12-16
651904670,프레갈캡슐25밀리그램(프레가발린)_(25mg/1캡슐),480405ACH,Pregabalin,프레가발린 600mg,600,25,급여,20210599,2021-12-16
657203290,프리렙톨캡슐300밀리그램(프레가발린)_(0.3g/1캡슐),480403ACH,Pregabalin,프레가발린 600mg,600,300,급여,20210599,2021-12-16
643300010,가바렙정600밀리그람(가바펜틴)_(0.6g/1정),164204ATB,gabapentin,가바펜틴 3600mg,3600,600,급여,20210599,2021-12-16
628801440,타이레펜8시간이알서방정650밀리그램(아세트아미노펜)_(0.65g/1정),101430ATR,Acetaminophen,"아세트아미노펜으로 4,000mg",4000,650,급여,20210599,2021-12-16
642105560,유한메트포르민염산염정850밀리그램_(0.85g/1정),191503ATB,Metformin,"메트포르민염산염 2,550mg",2550,850,급여,20210599,2021-12-16
657307001,세프트리손주1g(세프트리악손나트륨수화물)_(1g/1병),128801BIJ,Ceftriaxone,세프트리악손 4g(역가),4000,1000,급여,20210599,2021-12-16
645600301,대화세프트리악손주1그람(세프트리악손나트륨수화물)_(1g/1병),128801BIJ,Ceftriaxone,세프트리악손 4g(역가),4000,1000,급여,20210599,2021-12-16
643500010,가바페닌캡슐100밀리그램(가바펜틴)_(0.1g/1캡슐),164201ACH,gabapentin,가바펜틴 3600mg,3600,100,급여,20210599,2021-12-16
649700860,지엘피록시캄캡슐10밀리그램_(10mg/1캡슐),214001ACH,Piroxicam,피록시캄 20mg,20,10,급여,20210599,2021-12-16
645100411,대한디-만니톨주사액(15%)_(37.5g/250mL),148004BIJ,D-Mannitol,D-만니톨 200g,200,37.5,급여,20210599,2021-12-16
645100421,대한디-만니톨주사액(15%)_(75g/500mL),148005BIJ,D-Mannitol,D-만니톨 200g,200,75,급여,20210599,2021-12-16
645100441,대한디-만니톨주사액(25%)_(62.5g/250mL),148008BIJ,D-Mannitol,D-만니톨 200g,200,62.5,급여,20210599,2021-12-16
644000780,삼익아세트아미노펜정500밀리그람_(0.5g/1정),101305ATB,Acetaminophen,"아세트아미노펜으로 4,000mg",4000,500,급여,20210599,2021-12-16
643703960,크레로바정20밀리그램(로수바스타틴칼슘)_(20.8mg/1정),454002ATB,Rosuvastatin,로수바스타틴 20mg,20,20,급여,20210599,2021-12-16
657802020,트라미펜정_(1정),513000ATB,Acetaminophen/Tramadol,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300,37.5,급여,20210599,2021-12-16
657802020,트라미펜정_(1정),513000ATB,Acetaminophen/Tramadol,"아세트아미노펜으로써 4,000mg",4000,325,급여,20210599,2021-12-16
644913021,중외15%만니톨주사액_(37.5g/250mL/백),148004BIJ,D-Mannitol,D-만니톨 200g,200,37.5,급여,20210599,2021-12-16
645100431,대한디-만니톨주사액(25%)_(25g/100mL),148003BIJ,D-Mannitol,D-만니톨 200g,200,25,급여,20210599,2021-12-16
680500520,프레탑캡슐300밀리그램(프레가발린)_(0.3g/1캡슐),480403ACH,Pregabalin,프레가발린 600mg,600,300,급여,20210599,2021-12-16
665507780,뉴로탄정100mg(로사르탄칼륨)_(0.1g/1정),185702ATB,Losartan,로사르탄칼륨 100mg,100,100,급여,20210599,2021-12-16
73400160,카듀엣정5mg/10mg_(1정),472300ATB,Atorvastatin/Amlodipine,암로디핀 10mg,10,5,급여,20210599,2021-12-16
73400170,카듀엣정5mg/40mg_(1정),472500ATB,Atorvastatin/Amlodipine,암로디핀 10mg,10,5,급여,20210599,2021-12-16
642004040,라코팻정50밀리그램(라코사미드)_(50mg/1정),611702ATB,Lacosamide,라코사미드 400mg,400,50,급여,20210599,2021-12-16
649700140,디낙스정(디클로페낙나트륨)_(25mg/1정),143504ATB,Diclofenac,디클로페낙나트륨 100mg 또는 디클로페낙칼륨 100mg,100,25,급여,20210599,2021-12-16
654005320,파나덱스정300밀리그램(덱시부프로펜)_(0.3g/1정),142301ATB,Dexibuprofen,"덱시부프로펜 1,200mg",1200,300,급여,20210599,2021-12-16
653404310,디뉴펜정(덱시부프로펜)_(0.3g/1정),142301ATB,Dexibuprofen,"덱시부프로펜 1,200mg",1200,300,급여,20210599,2021-12-16
652604780,에자틴정(메만틴염산염)_(10mg/1정),190001ATB,Memantine,메만틴염산염 20mg,20,8.31,급여,20210599,2021-12-16
54800640,가바메드캡슐50밀리그램(프레가발린)_(50mg/1캡슐),480406ACH,Pregabalin,프레가발린 600mg,600,50,급여,20210599,2021-12-16
642801020,에이디메드정(염산메만틴)_(10mg/1정),190001ATB,Memantine,메만틴염산염 20mg,20,8.31,급여,20210599,2021-12-16
648603220,메만시아정10mg(메만틴염산염)_(10mg/1정),190001ATB,Memantine,메만틴염산염 20mg,20,8.31,급여,20210599,2021-12-16
657802010,트라미펜세미정_(1정),480600ATB,Acetaminophen/Tramadol,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300,18.75,급여,20210599,2021-12-16
