제품코드,제품명,성분코드,성분명,1일최대투여량,1일최대 투여기준량,점검기준 성분함량 (총함량),급여구분,공고번호,공고일자
657802010,트라미펜세미정_(1정),480600ATB,Acetaminophen/Tramadol,"아세트아미노펜으로써 4,000mg",4000,162.5,급여,20210599,2021-12-16
649504980,트라세트세미정_(1정),480600ATB,Acetaminophen/Tramadol,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300,18.75,급여,20210599,2021-12-16
649504980,트라세트세미정_(1정),480600ATB,Acetaminophen/Tramadol,"아세트아미노펜으로써 4,000mg",4000,162.5,급여,20210599,2021-12-16
643504230,트라스펜세미정_(1정),480600ATB,Acetaminophen/Tramadol,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300,18.75,급여,20210599,2021-12-16
643504230,트라스펜세미정_(1정),480600ATB,Acetaminophen/Tramadol,"아세트아미노펜으로써 4,000mg",4000,162.5,급여,20210599,2021-12-16
644703950,에피스크정1000밀리그램(레비티라세탐)_(1g/1정),488503ATB,Levetiracetam,"레비티라세탐 3,000mg",3000,1000,급여,20210599,2021-12-16
655600080,글루코프리서방정500밀리그램(메트포르민염산염)_(0.5g/1정),191502ATR,Metformin,"메트포르민염산염 2,000mg",2000,500,급여,20210599,2021-12-16
655603450,글루코프리서방정750밀리그램(메트포르민염산염)_(0.75g/1정),191505ATR,Metformin,"메트포르민염산염 2,000mg",2000,750,급여,20210599,2021-12-16
694003040,대웅바이오덱시부프로펜정300밀리그램_(0.3g/1정),142301ATB,Dexibuprofen,"덱시부프로펜 1,200mg",1200,300,급여,20210599,2021-12-16
665500671,"라트롤주(트라마돌염산염)(수출명:Union Tramadol Inj., AMADOL INJ. Tramadex Inj.)_(50mg/1mL)",242330BIJ,Tramadol,트라마돌염산염 400mg,400,50,급여,20210599,2021-12-16
653404600,리페리달정1밀리그램(리스페리돈)_(1mg/1정),224201ATB,Risperidone,리스페리돈 16mg,16,1,급여,20210599,2021-12-16
653404610,리페리달정2밀리그램(리스페리돈)_(2mg/1정),224202ATB,Risperidone,리스페리돈 16mg,16,2,급여,20210599,2021-12-16
653404580,리페리달정3밀리그램(리스페리돈)_(3mg/1정),224203ATB,Risperidone,리스페리돈 16mg,16,3,급여,20210599,2021-12-16
645601330,아토스정15밀리그램(피오글리타존염산염)_(16.53mg/1정),431901ATB,Pioglitazone,피오글리타존 30mg,30,15,급여,20210599,2021-12-16
693200550,피오스정(피오글리타존염산염)_(16.53mg/1정),431901ATB,Pioglitazone,피오글리타존 30mg,30,15,급여,20210599,2021-12-16
643100820,피오글루정15밀리그램(피오글리타존염산염)_(16.53mg/1정),431901ATB,Pioglitazone,피오글리타존 30mg,30,15,급여,20210599,2021-12-16
664900660,피오글리정(피오글리타존염산염)_(16.53mg/1정),431901ATB,Pioglitazone,피오글리타존 30mg,30,15,급여,20210599,2021-12-16
657307810,올세비탄에이치씨티정10/40/12.5밀리그램_(1정),520000ATB,Amlodipine/Olmesartan medoxomil/Hydrochlorothiazide,암로디핀 10mg/올메사르탄메독소밀 40mg/히드로클로로티아지드 25mg,40,40,급여,20210599,2021-12-16
654005530,세바코에이치씨티정10/40/12.5밀리그램_(1정),520000ATB,Amlodipine/Olmesartan medoxomil/Hydrochlorothiazide,암로디핀 10mg/올메사르탄메독소밀 40mg/히드로클로로티아지드 25mg,40,40,급여,20210599,2021-12-16
654305400,올메살핀에이치씨티정10/40/12.5밀리그램_(1정),520000ATB,Amlodipine/Olmesartan medoxomil/Hydrochlorothiazide,암로디핀 10mg/올메사르탄메독소밀 40mg/히드로클로로티아지드 25mg,40,40,급여,20210599,2021-12-16
646005430,올메딜에이치씨티정10/40/12.5밀리그램_(1정),520000ATB,Amlodipine/Olmesartan medoxomil/Hydrochlorothiazide,암로디핀 10mg/올메사르탄메독소밀 40mg/히드로클로로티아지드 25mg,40,40,급여,20210599,2021-12-16
642802780,오로텐션정5/40밀리그램_(1정),582200ATB,Amlodipine/Olmesartan medoxomil,암로디핀 10mg/올메사르탄메독소밀 40mg,40,40,급여,20210599,2021-12-16
693901800,셀레비카정5/40밀리그램_(1정),582200ATB,Amlodipine/Olmesartan medoxomil,암로디핀 10mg/올메사르탄메독소밀 40mg,40,40,급여,20210599,2021-12-16
654005290,세바코정5/40밀리그램_(1정),582200ATB,Amlodipine/Olmesartan medoxomil,암로디핀 10mg/올메사르탄메독소밀 40mg,40,40,급여,20210599,2021-12-16
669906690,뉴비카정5/40mg_(1정),582200ATB,Amlodipine/Olmesartan medoxomil,암로디핀 10mg/올메사르탄메독소밀 40mg,40,40,급여,20210599,2021-12-16
646003870,세비로텐정5/40밀리그램_(1정),582200ATB,Amlodipine/Olmesartan medoxomil,암로디핀 10mg/올메사르탄메독소밀 40mg,40,40,급여,20210599,2021-12-16
642203640,세비스타정5/40밀리그램_(1정),582200ATB,Amlodipine/Olmesartan medoxomil,암로디핀 10mg/올메사르탄메독소밀 40mg,40,40,급여,20210599,2021-12-16
640902810,올딥정5/40밀리그램_(1정),582200ATB,Amlodipine/Olmesartan medoxomil,암로디핀 10mg/올메사르탄메독소밀 40mg,40,40,급여,20210599,2021-12-16
653005510,파미카정5/40밀리그램_(1정),582200ATB,Amlodipine/Olmesartan medoxomil,암로디핀 10mg/올메사르탄메독소밀 40mg,40,40,급여,20210599,2021-12-16
659901621,올페인주사액(네포팜염산염)_(0.1g/10mL),200007BIJ,Nefopam,네포팜염산염 120mg,120,100,비급여,20210599,2021-12-16
657807051,네큐팜주사액(네포팜염산염)_(0.1g/10mL),200007BIJ,Nefopam,네포팜염산염 120mg,120,100,비급여,20210599,2021-12-16
55101870,옵티노즈연질캡슐_(1캡슐),E19000ACS,acetaminophen,"아세트아미노펜으로써 4,000mg",4000,180,비급여,20210599,2021-12-16
645804400,아세타민정_(1정),E20200ATB,acetaminophen,"아세트아미노펜으로써 4,000mg",4000,500,비급여,20210599,2021-12-16
656205080,푸르펜정_(1정),E20200ATB,acetaminophen,"아세트아미노펜으로써 4,000mg",4000,500,비급여,20210599,2021-12-16
52700480,파뚜루정_(1정),A06500ATB,acetaminophen,"아세트아미노펜으로써 4,000mg",4000,500,비급여,20210599,2021-12-16
73200350,엔디콜플러스정_(1정),E20200ATB,acetaminophen,"아세트아미노펜으로써 4,000mg",4000,500,비급여,20210599,2021-12-16
669605330,수프리정_(1정),E20300ATB,acetaminophen,"아세트아미노펜으로써 4,000mg",4000,400,비급여,20210599,2021-12-16
644309530,치오단정32.5밀리그램(요오드화칼륨)_(32.5mg/1정),614802ATB,Potassium iodide,요오드화칼륨 130mg,130,32.5,비급여,20210599,2021-12-16
661306460,플루콜캡슐_(1캡슐),E28600ACH,acetaminophen,"아세트아미노펜으로써 4,000mg",4000,150,비급여,20210599,2021-12-16
649104671,치감원탕액_(75mL),E17100ALQ,acetaminophen,"아세트아미노펜으로써 4,000mg",4000,200,비급여,20210599,2021-12-16
658107861,콜키퍼키즈시럽_(10mL),E25700ASY,acetaminophen,"아세트아미노펜으로써 4,000mg",4000,160,비급여,20210599,2021-12-16
625501091,차배비시럽_(6mL),A18100ASY,Dimenhydrinate/Anhydrous caffeine/Pyridoxine ,디멘히드리네이트 150mg/카페인무수물 60mg/피리독신염산염 15mg,150,20,비급여,20210599,2021-12-16
644704730,유한아세트아미노펜연질캡슐325밀리그램(아세트아미노펜)_(0.325g/1캡슐),101311ACS,Acetaminophen,"아세트아미노펜으로 4,000mg",4000,325,비급여,20210599,2021-12-16
644604000,나스펜연질캡슐(아세트아미노펜)_(0.325g/1캡슐),101311ACS,Acetaminophen,"아세트아미노펜으로 4,000mg",4000,325,비급여,20210599,2021-12-16
54300770,스피드싹연질캡슐(아세트아미노펜)_(0.325g/1캡슐),101311ACS,Acetaminophen,"아세트아미노펜으로 4,000mg",4000,325,비급여,20210599,2021-12-16
643605640,타미노펜연질캡슐(아세트아미노펜)_(0.325g/1캡슐),101311ACS,Acetaminophen,"아세트아미노펜으로 4,000mg",4000,325,비급여,20210599,2021-12-16
642004370,솔루아펜연질캡슐(아세트아미노펜)_(0.325g/1캡슐),101311ACS,Acetaminophen,"아세트아미노펜으로 4,000mg",4000,325,비급여,20210599,2021-12-16
642404450,영진아미노펜연질캡슐325mg_(0.325g/1캡슐),101311ACS,Acetaminophen,"아세트아미노펜으로 4,000mg",4000,325,비급여,20210599,2021-12-16
658604420,에스빌아세트연질캡슐(아세트아미노펜)_(0.325g/1캡슐),101311ACS,Acetaminophen,"아세트아미노펜으로 4,000mg",4000,325,비급여,20210599,2021-12-16
645210240,타이렌연질캡슐(아세트아미노펜) _(0.325g/1캡슐),101311ACS,Acetaminophen,"아세트아미노펜으로 4,000mg",4000,325,비급여,20210599,2021-12-16
696601900,마하펜연질캡슐(아세트아미노펜)_(0.325g/1캡슐),101311ACS,Acetaminophen,"아세트아미노펜으로 4,000mg",4000,325,비급여,20210599,2021-12-16
661605140,펜탁연질캡슐_(1캡슐),E23000ACS,acetaminophen,"아세트아미노펜으로써 4,000mg",4000,150,비급여,20210599,2021-12-16
669605421,쌍비원에프액_(75mL),E24400ALQ,acetaminophen,"아세트아미노펜으로써 4,000mg",4000,200,비급여,20210599,2021-12-16
658107871,콜키퍼시럽_(13mL),E25600ASY,acetaminophen,"아세트아미노펜으로써 4,000mg",4000,320,비급여,20210599,2021-12-16
642204741,뱅드롱에스시럽_(6mL/포),A18000ASY,Dimenhydrinate/Anhydrous caffeine/Pyridoxine ,디멘히드리네이트 150mg/카페인무수물 60mg/피리독신염산염 15mg,150,50,비급여,20210599,2021-12-16
625501151,차배비플러스시럽_(6mL),A18000ASY,Dimenhydrinate/Anhydrous caffeine/Pyridoxine ,디멘히드리네이트 150mg/카페인무수물 60mg/피리독신염산염 15mg,150,50,비급여,20210599,2021-12-16
645405620,론서프정20_(1정),E22500ATB,Tipiracil/Trifluridine,트리플루리딘 160mg,160,20,비급여,20210599,2021-12-16
641806440,하디콜에스연질캡슐_(1캡슐),E06500ACS,acetaminophen,"아세트아미노펜으로써 4,000mg",4000,200,비급여,20210599,2021-12-16
658106301,엑스콜디과립_(3g),E16100AGN,acetaminophen,"아세트아미노펜으로써 4,000mg",4000,320,비급여,20210599,2021-12-16
654202210,푸로콜에이캡슐_(1캡슐),E16600ACH,acetaminophen외8종,"아세트아미노펜으로써 4,000mg",4000,200,비급여,20210599,2021-12-16
626501240,판피린알파정_(1정),E16700ATB,acetaminophen,"아세트아미노펜으로써 4,000mg",4000,400,비급여,20210599,2021-12-16
670609110,"휴글리아엠정50/850밀리그램(시타글립틴, 메트포르민)_(1정)",705300ATB,metformin hydrochloride with colloidal anhydrous silica (as metformin hydrochloride),"메트포르민 2,000mg/시타글립틴 100mg",100,50,급여,20210599,2021-12-16
665003260,자누스틴메트정50/850밀리그램_(1정),705300ATB,metformin hydrochloride with colloidal anhydrous silica (as metformin hydrochloride),"메트포르민 2,000mg/시타글립틴 100mg",100,50,급여,20210599,2021-12-16
641908180,"트루시타엠정50/850밀리그램(시타글립틴, 메트포르민)_(1정)",705300ATB,metformin hydrochloride with colloidal anhydrous silica (as metformin hydrochloride),"메트포르민 2,000mg/시타글립틴 100mg",100,50,급여,20210599,2021-12-16
657204060,페라넬정10밀리그램(페람파넬(미분화))_(10mg/1정),642405ATB,Perampanel,페람파넬무수물 12mg,12,10,급여,20210599,2021-12-16
651905170,페리콤파정12밀리그램(페람파넬(미분화))_(12mg/1정),642406ATB,Perampanel,페람파넬무수물 12mg,12,12,급여,20210599,2021-12-16
657204030,페라넬정12밀리그램(페람파넬(미분화))_(12mg/1정),642406ATB,Perampanel,페람파넬무수물 12mg,12,12,급여,20210599,2021-12-16
678000480,타진서방정80/40mg_(1정),667600ATR,Oxycodone/Naloxone,옥시코돈염산염 160mg/날록손염산염 80mg,160,80,급여,20210599,2021-12-16
648604600,"시타플러스서방정50/500밀리그램(시타글립틴,메트포르민)_(1정)",709300ATR,metformin hydrochloride,"메트포르민 2,000mg/시타글립틴 100mg",100,50,급여,20210599,2021-12-16
650205940,에이시타메트엑스알서방정50/500밀리그램_(1정),709300ATR,metformin hydrochloride,"메트포르민 2,000mg/시타글립틴 100mg",100,50,급여,20210599,2021-12-16
657308720,글리시타메트엑스알서방정50/500밀리그램_(1정),709300ATR,metformin hydrochloride,"메트포르민 2,000mg/시타글립틴 100mg",100,50,급여,20210599,2021-12-16
645306880,"시타로엠서방정50/500밀리그램(시타글립틴염산염수화물, 메트포르민염산염)_(1정)",709300ATR,metformin hydrochloride,"메트포르민 2,000mg/시타글립틴 100mg",100,50,급여,20210599,2021-12-16
670105440,자누아틴듀오서방정50/500밀리그램_(1정),709300ATR,metformin hydrochloride,"메트포르민 2,000mg/시타글립틴 100mg",100,50,급여,20210599,2021-12-16
647805470,"시누비엠엑스알서방정50/500밀리그램(시타글립틴,메트포르민)_(1정)",709300ATR,metformin hydrochloride,"메트포르민 2,000mg/시타글립틴 100mg",100,50,급여,20210599,2021-12-16
694003890,자누다움엠엑스알서방정50/500밀리그램_(1정),709300ATR,metformin hydrochloride,"메트포르민 2,000mg/시타글립틴 100mg",100,50,급여,20210599,2021-12-16
651205960,자누글루엠엑스알서방정50/500밀리그램_(1정),709300ATR,metformin hydrochloride,"메트포르민 2,000mg/시타글립틴 100mg",100,50,급여,20210599,2021-12-16
645907410,시디포엠서방정50/500밀리그램_(1정),709300ATR,metformin hydrochloride,"메트포르민 2,000mg/시타글립틴 100mg",100,50,급여,20210599,2021-12-16
693202540,글로시타포민서방정50/500밀리그램_(1정),709300ATR,metformin hydrochloride,"메트포르민 2,000mg/시타글립틴 100mg",100,50,급여,20210599,2021-12-16
653405230,시타칸메트서방정50/500밀리그램_(1정),709300ATR,metformin hydrochloride,"메트포르민 2,000mg/시타글립틴 100mg",100,50,급여,20210599,2021-12-16
648508160,시타루틴듀오서방정50/500밀리그램_(1정),709300ATR,metformin hydrochloride,"메트포르민 2,000mg/시타글립틴 100mg",100,50,급여,20210599,2021-12-16
643606380,"폴민시타서방정50/1000밀리그램(시타글립틴염산염수화물, 메트포르민염산염)_(1정)",709400ATR,metformin hydrochloride,"메트포르민 2,000mg/시타글립틴 100mg",100,50,급여,20210599,2021-12-16
698504780,테라메트엑스알서방정50/1000밀리그램_(1정),709400ATR,metformin hydrochloride,"메트포르민 2,000mg/시타글립틴 100mg",100,50,급여,20210599,2021-12-16
622804870,시타폴엠엑스알서방정50/1000밀리그램_(1정),709400ATR,metformin hydrochloride,"메트포르민 2,000mg/시타글립틴 100mg",100,50,급여,20210599,2021-12-16
649105530,나누메트엑스알서방정50/1000밀리그램_(1정),709400ATR,metformin hydrochloride,"메트포르민 2,000mg/시타글립틴 100mg",100,50,급여,20210599,2021-12-16
654005930,프로메트엑스알서방정50/1000밀리그램_(1정),709400ATR,metformin hydrochloride,"메트포르민 2,000mg/시타글립틴 100mg",100,50,급여,20210599,2021-12-16
59001160,다누메트엑스알서방정50/1000밀리그램_(1정),709400ATR,metformin hydrochloride,"메트포르민 2,000mg/시타글립틴 100mg",100,50,급여,20210599,2021-12-16
697100861,세프트리엠주2그램(세프트리악손나트륨수화물)_(2g/1병),128803BIJ,Ceftriaxone,세프트리악손 4g(역가),4000,2000,급여,20210599,2021-12-16
649505260,발산정80밀리그램(발사르탄)_(80mg/1정),247101ATB,Valsartan,발사르탄 320mg,320,80,급여,20210599,2021-12-16
643700860,글라비스서방정500밀리그람(메트포르민염산염)_(0.5g/1정),191502ATR,Metformin,"메트포르민염산염 2,000mg",2000,500,급여,20210599,2021-12-16
642905920,드롭탑정10/10밀리그램_(1정),640800ATB,Ezetimibe/Rosuvastatin,에제티미브 10mg/로수바스타틴 20mg,10,10,급여,20210599,2021-12-16
649105690,나누메트정50/500밀리그램_(1정),705200ATB,metformin hydrochloride with colloidal anhydrous silica (as metformin hydrochloride),"메트포르민 2,000mg/시타글립틴 100mg",100,50,급여,20210599,2021-12-16
654006000,프로메트정50/500밀리그램_(1정),705200ATB,metformin hydrochloride with colloidal anhydrous silica (as metformin hydrochloride),"메트포르민 2,000mg/시타글립틴 100mg",100,50,급여,20210599,2021-12-16
59001180,다누메트정50/500밀리그램_(1정),705200ATB,metformin hydrochloride with colloidal anhydrous silica (as metformin hydrochloride),"메트포르민 2,000mg/시타글립틴 100mg",100,50,급여,20210599,2021-12-16
643705480,자누디엠정50/500밀리그램_(1정),705200ATB,metformin hydrochloride with colloidal anhydrous silica (as metformin hydrochloride),"메트포르민 2,000mg/시타글립틴 100mg",100,50,급여,20210599,2021-12-16
647304350,자누엠메트정50/500밀리그램_(1정),705200ATB,metformin hydrochloride with colloidal anhydrous silica (as metformin hydrochloride),"메트포르민 2,000mg/시타글립틴 100mg",100,50,급여,20210599,2021-12-16
649806760,레티람정250밀리그램(레비티라세탐)_(0.25g/1정),488502ATB,Levetiracetam,"레비티라세탐 3,000mg",3000,250,급여,20210599,2021-12-16
642802140,뉴멘타민서방캡슐8밀리그램(갈란타민브롬화수소산염)_(10.25mg/1캡슐),385204ACR,galantamine,갈란타민 24mg,24,8,급여,20210599,2021-12-16
684500650,날프릴정(에날라프릴말레산염)_(10mg/1정),151601ATB,Enalapril,에날라프릴말레산염 40mg,40,10,급여,20210599,2021-12-16
642003160,스타레탐정1000밀리그램(레비티라세탐)_(1g/1정),488503ATB,Levetiracetam,"레비티라세탐 3,000mg",3000,1000,급여,20210599,2021-12-16
664900050,라프릴정(에날라프릴말레산염)_(10mg/1정),151601ATB,Enalapril,에날라프릴말레산염 40mg,40,10,급여,20210599,2021-12-16
693200140,에날프릴정(에날라프릴말레산염)_(10mg/1정),151601ATB,Enalapril,에날라프릴말레산염 40mg,40,10,급여,20210599,2021-12-16
693200430,펠로덴지속정(펠로디핀)_(5mg/1정),157501ATR,Felodipine,펠로디핀 20mg,20,5,급여,20210599,2021-12-16
645201700,에이프로젠펠로디핀정(펠로디핀)_(5mg/1정),157501ATR,Felodipine,펠로디핀 20mg,20,5,급여,20210599,2021-12-16
649402920,하이퍼지속정5밀리그람(펠로디핀)_(5mg/1정),157501ATR,Felodipine,펠로디핀 20mg,20,5,급여,20210599,2021-12-16
656701360,펠로핀지속정(펠로디핀)_(5mg/1정),157501ATR,Felodipine,펠로디핀 20mg,20,5,급여,20210599,2021-12-16
644000920,삼익펠로디핀정_(5mg/1정),157501ATR,Felodipine,펠로디핀 20mg,20,5,급여,20210599,2021-12-16
662501890,할로핀정(펠로디핀)_(5mg/1정),157501ATR,Felodipine,펠로디핀 20mg,20,5,급여,20210599,2021-12-16
698002070,디크리핀서방정5밀리그램(펠로디핀)_(5mg/1정),157501ATR,Felodipine,펠로디핀 20mg,20,5,급여,20210599,2021-12-16
643100790,바이넥스펠로디핀정_(5mg/1정),157501ATR,Felodipine,펠로디핀 20mg,20,5,급여,20210599,2021-12-16
